10,2756,232638,2089,5538,3807,3647
1010,1809951,2096721,28826,83537,2852342,3396888
2010,1129167,3901987,58972,165102,2834757,725342
3010,1109891,2386339,83960,302987,1021757,1410468
4010,1661509,2147311,118405,223545,1578941,2287970
5010,2538505,3152193,142498,264337,2497849,3843708
6010,3720406,4545777,172617,184991,3594173,6604987
7010,5109894,6126813,203365,199418,4891454,8419090
8010,6566110,7703191,238886,242162,6155000,11714390
9010,8649249,9894899,262128,281039,7722296,15714871
10010,10406217,12235735,295743,294150,9431405,19697010
11010,12426618,14531732,332082,318072,11280083,24012207
12010,15020380,17720266,169493,123292,13222743,30746436
13010,17528527,20249994,112840,144323,16077640,33693873
14010,20697740,23723871,118569,174884,18032986,41607655
15010,23537297,27577208,193968,247823,21498678,46980752
16010,26483036,31242814,237290,109359,23840988,61273046
17010,31729073,37072156,82185,102314,26999601,62732250
18010,33626870,39522736,87559,175009,29715213,75917997
19010,38909931,44638413,92283,110245,34569165,81731369
20010,41456600,50129537,96609,132102,36830812,93016023
21010,47492668,53582118,102648,122467,40934825,99079971
22010,51115671,58709613,135622,139269,44192867,113830556
23010,55907704,64562293,111279,134043,47978926,119371954
24010,60440002,71948378,117084,152732,59592520,144947889
25010,64284518,75401096,120874,138171,55575865,146723394
26010,71302836,81853524,125087,245774,60513993,157649862
27010,75222055,88861984,146901,158292,68245173,165677674
28010,82536957,95384485,131761,153416,71575822,183979325
29010,93192698,105920020,192029,174210,82038382,203602043
30010,97866339,108134599,146569,166349,80716021,208398158
31010,100224199,115427366,302989,260370,87409891,217867366
32010,115143012,125069767,154704,185166,91332563,241098627
33010,113115531,130824167,159130,142270,99248621,248249743
34010,120180980,138892684,163102,160379,104595854,272788711
35010,124871996,144995678,169076,160020,116298523,277210072
36010,134904534,155072116,174309,165040,113836711,301518884
37010,140671180,162183175,178505,169852,120333274,316380306
38010,149781859,172555145,182757,178962,127735941,328530639
39010,157048279,181869796,190733,179333,133078063,349927755
40010,164158725,189841184,192584,184852,140977719,371806661
41010,173019443,199442362,196943,197405,147821890,384975364
42010,182027852,209216129,201642,188841,155297153,409745084
43010,191701236,219902606,208000,192542,161250214,433992493
44010,201373576,231782222,214994,232726,168972709,456269573
45010,208748761,241954118,289567,202774,176658095,466237067
46010,218486241,251709587,222591,211106,180741763,490793994
47010,229143922,262563963,238335,208760,192592520,513795078
48010,239289112,273882225,224115,201000,201472418,533994540
49010,248704287,288180672,234153,211701,210310795,563988158
50010,259868190,297986077,240348,214684,217655138,583950188
51010,267935463,308518970,245454,220345,228300047,611500760
52010,278678796,321025387,248993,223161,234420662,630632994
53010,290786210,334399251,250593,234765,245133481,648563419
54010,302437947,349215372,252375,228392,251205001,680201830
55010,312669676,359414251,257264,231276,264172356,700699677
56010,324535987,371767746,268517,274433,272525320,735896447
57010,336707408,386291692,274116,245155,284576556,770960677
58010,350131645,399608309,278212,249058,292341029,791311430
59010,358888756,412198174,283742,254832,299724050,814209262
60010,373137160,427210784,282096,251342,313388378,842286315
61010,385923137,441735966,292301,262171,326804761,875497322
62010,399400963,457654339,290482,261918,339010553,908593333
63010,414103983,476265150,303672,272040,347728974,938780194
64010,421964004,484144655,299167,268954,353007822,949815463
65010,438885129,503277486,312451,284887,370128085,988217593
66010,452151186,518377429,433348,290491,376575077,1040696010
67010,467047783,536067371,347275,290370,392249012,1068697484
68010,485345964,547205962,318361,287041,399494612,1100448498
69010,495986768,570236612,330429,297292,455724096,1153663905
70010,517815335,587086914,326037,295708,425228825,1151352281
71010,520889433,600979508,330125,298796,440678890,1186288680
72010,537189013,622281638,345223,310796,448901897,1218641267
73010,551345990,635655257,348859,314374,463489249,1251686137
74010,564164924,647273464,405714,309863,478880471,1288521308
75010,588507631,668726432,372553,342282,488911994,1321232228
76010,595618939,688011517,391387,320059,504282600,1354735029
77010,616452912,706085863,359798,323562,513396119,1394591464
78010,632324974,724946550,373419,338098,529618720,1430904047
79010,646334052,742075824,405986,392047,543032127,1477736416
80010,668556441,761059222,433125,364593,553305512,1498490695
81010,681432791,780289639,414960,349186,569731100,1544110355
82010,698781048,821945319,393508,355000,594438259,1625487298
83010,726106376,829602761,423255,348350,620213418,1660690007
84010,750258102,854062876,401371,365141,627022983,1689580645
85010,772414015,886638856,462709,399876,640387964,1729781531
86010,788362507,894333088,413744,370601,648263287,1770231303
87010,797244883,918789163,443949,376041,672888974,1819131758
88010,815257816,932147988,431032,424067,671016503,1858693002
89010,823497895,957311010,427958,391578,698787533,1866876772
90010,844882966,967393238,432970,390513,704535919,1918995123
91010,857161786,985049412,428685,383146,712273586,1929474720
92010,878366410,1003191313,442543,398541,732532342,1986561184
93010,895145956,1028054993,444521,402476,757156744,2051817169
94010,914885209,1045985008,467960,405740,766704641,2088702264
95010,939387066,1070080398,457222,418786,781146671,2161477257
96010,960357019,1093805819,465326,414724,799177280,2172834872
97010,973958980,1113725683,494433,407592,810468945,2223445782
98010,994412929,1138702444,469266,455168,829431169,2236424995
99010,1017014617,1167063769,500862,452433,850861334,2317400376
